player_id,full_name,first_name,last_name,position,fantasy_positions,team,status,age,height,weight,espn_id,yahoo_id,sportradar_id,rotowire_id,rotoworld_id
7918,A.J. Rose,A.J.,Rose,RB,RB,,Active,24.0,73,212,,,aa9c3e2b-711b-44ed-9cb3-0fbed3f2fead,15350.0,
777,Erik Pears,Erik,Pears,T,OL,,Inactive,38.0,"6'8""",316,9399.0,7588.0,dc310df5-3ada-4b4f-8f79-2db2cc603ff8,7124.0,
13229,Decarius Hawthorne,Decarius,Hawthorne,DL,DL,,Active,,74,290,,,3e838e40-4637-11f0-8b96-73caf6d6c117,19197.0,
5428,Ricky Jeune,Ricky,Jeune,WR,WR,,Active,28.0,75,212,3055908.0,31388.0,e5395ca3-47d0-403b-84f5-41bfeba78e67,13096.0,
1982,Aaron Colvin,Aaron,Colvin,CB,DB,,Active,30.0,72,191,16900.0,27642.0,76c630cf-0fd3-4210-a73d-9347da9d9d66,9337.0,9348.0
12376,Marquis Wilson,Marquis,Wilson,DB,DB,,Active,,71,185,,,07923890-0e3a-11ef-9a4a-c565d3259077,,
7882,Christian Uphoff,Christian,Uphoff,DB,DB,,Active,23.0,75,195,,,2b02fad4-574c-4a40-ab7d-43aca2142b66,15476.0,
8733,Jake Hummel,Jake,Hummel,LB,LB,BAL,Active,26.0,73,235,,,0c7ceb00-d207-11ec-ab20-b37737d70cc4,16270.0,
13221,Brett Gabbert,Brett,Gabbert,QB,QB,,Active,24.0,72,206,,,08f0fef0-3748-11f0-9677-41d005293433,19192.0,
11522,Jerome Kapp,Jerome,Kapp,WR,WR,,Active,24.0,75,210,,,64c0ef00-fa65-11ed-b161-c5ef733b4e80,17644.0,
2474,Nick Boyle,Nick,Boyle,TE,TE,,Active,29.0,76,261,2574591.0,28559.0,9480dd9f-151f-4e6d-b5a3-35f07bda4cac,10252.0,10547.0
8852,Ty Clary,Ty,Clary,OL,OL,,Active,25.0,76,299,,,c22d7080-d3b2-11ec-96a0-c3471a31202c,,
8809,Aaron Shampklin,Aaron,Shampklin,RB,RB,,Active,25.0,70,195,,,c09be300-d30d-11ec-8b77-45b1765fd110,16367.0,
9487,Parker Washington,Parker,Washington,WR,WR,JAX,Active,23.0,70,204,,,c05863ec-3414-4ae6-a8d2-830aed99b6d3,16690.0,
6923,Geno Stone,Geno,Stone,DB,DB,CIN,Active,26.0,71,210,4240575.0,32889.0,95f3b8ac-e10f-4f0d-8650-b464b37ded86,14474.0,
1907,Johnny Manziel,Johnny,Manziel,QB,QB,,Inactive,27.0,"6'0""",210,16736.0,27550.0,7ebbfdef-1185-4896-a323-e6d5669a8345,9246.0,9271.0
7325,Joe Gaziano,Joe,Gaziano,DE,DL,,Active,28.0,76,280,3915990.0,32982.0,bab100c6-1a6c-4411-9286-f719244f5d35,15065.0,
8716,Jarrid Williams,Jarrid,Williams,OL,OL,,Active,26.0,78,308,,,120caef0-ce1c-11ec-bebb-4fec1e38b0e5,16329.0,
6648,Brock Ruble,Brock,Ruble,OT,OL,,Active,26.0,80,325,3122934.0,32485.0,89fc014a-7d41-40c9-90d1-1459286813e2,14291.0,
3342,Jakeem Grant,Jakeem,Grant,WR,WR,,Active,32.0,67,172,2577641.0,29420.0,5de11f0b-8da9-42ba-9a93-db7f0a58543b,10990.0,11475.0
1684,Jaron Brown,Jaron,Brown,WR,WR,,Active,32.0,75,205,16172.0,27074.0,51952c7b-11c5-4229-baf9-08d4694cc2ad,9046.0,8869.0
3268,Eric Murray,Eric,Murray,DB,DB,JAX,Active,31.0,71,199,2970716.0,29340.0,16e4ffec-959d-4210-8702-36c0bf20dda5,11141.0,
4449,Nicholas Morrow,Nicholas,Morrow,LB,LB,,Active,29.0,72,216,4232830.0,30633.0,7c1a8ecd-e3e5-4123-b89f-36e58b99126f,12428.0,
11072,Joshua Pryor,Joshua,Pryor,DL,DL,,Active,24.0,76,280,,,fa4e3720-e760-11ed-a510-95de71e69612,17615.0,
6918,Salvon Ahmed,Salvon,Ahmed,RB,RB,IND,Inactive,26.0,71,197,4243315.0,33265.0,0dbbd211-0372-4751-9751-e4df4ab1f8eb,14453.0,
6137,Tommy Sweeney,Tommy,Sweeney,TE,TE,,Active,29.0,77,255,3122818.0,32060.0,ec63ee49-3a03-44ca-a083-3916f0bccd76,13667.0,
12784,Jason Ivey,Jason,Ivey,OL,OL,,Active,,77,300,,,692c0a10-2313-11f0-8b96-b1b768d28795,,
12602,Mykel Williams,Mykel,Williams,DL,DL,SF,Active,21.0,79,267,,,b53b3aa5-5ef4-4d54-a4f1-8be678e980d2,18584.0,
11340,Brad Cecil,Brad,Cecil,OL,OL,,Active,25.0,76,300,,,c242e360-ec6c-11ed-9b1c-797c54fc9d07,,
5668,Aaron Stinnie,Aaron,Stinnie,G,"OG,OL",NYG,Active,31.0,75,312,3049339.0,31619.0,5fd40b6b-d81a-4a4e-a394-53ed7e58511f,13303.0,
13132,JJ Roberts,JJ,Roberts,DB,DB,TB,Inactive,23.0,72,195,,,266a09c0-262e-11f0-9779-dd9f3cf183b7,19064.0,
3561,Bryce Williams,Bryce,Williams,TE,TE,,Active,28.0,78,258,2981998.0,29879.0,a204547e-ecd3-4116-909a-ce823caa9067,10946.0,
832,Ryan Whalen,Ryan,Whalen,WR,WR,,Inactive,29.0,"6'1""",202,14131.0,24954.0,4a99b4bf-e03e-4253-8b9b-c070ef796daf,7411.0,
12586,Cameron Williams,Cameron,Williams,OL,OL,PHI,Active,21.0,77,317,,,8b7504e3-c5ce-4e91-90d1-2bd8e975c5ed,18504.0,
6751,Duplicate Player,Duplicate,Player,,,,Inactive,,,,,,,,12292.0
3356,Kyle Murphy,Kyle,Murphy,OT,"OL,OT",NO,Active,28.0,78,305,2978275.0,29434.0,cce52ea1-7e17-4992-8911-e6b07b7b3831,11140.0,
6786,CeeDee Lamb,CeeDee,Lamb,WR,WR,DAL,Active,26.0,74,200,4241389.0,32687.0,a72ea15b-5199-4101-a300-846e1c655add,14411.0,
5038,Michael Gallup,Michael,Gallup,WR,WR,,Active,29.0,73,198,4036348.0,31051.0,9e174ff2-ca0e-4e6b-96f7-90f0088f7edd,12810.0,13149.0
10938,DJ Johnson,DJ,Johnson,LB,LB,CAR,Active,26.0,76,260,,,11feb266-14e8-488c-9f7e-f221eaa92df8,16680.0,
4433,Xavier Coleman,Xavier,Coleman,CB,DB,,Inactive,26.0,71,190,3045642.0,30569.0,695d16fa-1c4e-4ce4-9d2c-0e117b4fa577,12233.0,
11584,Bucky Irving,Bucky,Irving,RB,RB,TB,Active,23.0,70,195,,,c5249c6f-bd1b-4352-8228-de2bd499ca0d,17784.0,
1195,Doug Martin,Doug,Martin,RB,RB,,Inactive,32.0,69,210,14885.0,25741.0,5c2a0c83-e18a-43dd-bd65-704771157e42,8058.0,7426.0
2023,De'Anthony Thomas,De'Anthony,Thomas,WR,WR,,Inactive,29.0,68,176,16945.0,27652.0,35823109-daf1-4825-92b8-564271398ecb,9274.0,
1461,Mike Catapano,Mike,Catapano,LB,"DL,LB",,Inactive,30.0,"6'4""",270,15944.0,26830.0,4c08189b-2268-4755-87d0-b0a291f08eb9,8961.0,
7116,Kevin Dotson,Kevin,Dotson,OL,OL,LAR,Active,28.0,76,330,3917599.0,32805.0,fb301e65-4c65-4b60-a8ca-d149fcdbcd97,14749.0,
4907,Nick Sirianni,Nick,Sirianni,,,,Inactive,,,,,,,,13088.0
11649,Kendall Milton,Kendall,Milton,RB,RB,,Active,23.0,73,230,,,d0dd8a70-072c-11ef-a49f-41e71daeb2e1,17970.0,
6783,Jerry Jeudy,Jerry,Jeudy,WR,WR,CLE,Active,26.0,73,195,4241463.0,32685.0,eaaa4a61-c2a7-4926-8e9b-3ec71be2f991,14458.0,
12887,Joshua Gray,Joshua,Gray,OL,OL,,Active,25.0,77,299,,,a6a3e310-2474-11f0-9d75-5b9f469eea9d,,
5592,Tejan Koroma,Tejan,Koroma,C,OL,,Active,25.0,72,290,3138835.0,31522.0,5f642a99-fc5b-4cae-b23d-8d043681b264,13384.0,
2481,Max Valles,Max,Valles,LB,"DL,LB",,Inactive,26.0,"6'5""",251,3048702.0,28567.0,8ab4dd5c-7ace-4819-80b7-030de97ab88f,10365.0,
221,Brent Celek,Brent,Celek,TE,TE,,Inactive,35.0,"6'4""",255,10605.0,8416.0,645a8bf9-2079-4df4-904a-3d8f08438b85,5403.0,4269.0
387,Knowshon Moreno,Knowshon,Moreno,RB,RB,,Inactive,30.0,"5'11""",210,12516.0,,d7ed32dc-b05b-4a90-b29c-7fcb4527d2c5,,5163.0
8432,Player Invalid,Player,Invalid,TE,TE,,Inactive,,,,,,,,
7232,Rashad Smith,Rashad,Smith,LB,LB,,Active,25.0,73,220,4040762.0,33180.0,dec323b8-fb75-4182-b03d-6c412d3d51a5,15096.0,
12213,Anthony Sao,Anthony,Sao,CB,DB,,Active,24.0,73,200,,,d4783f50-07da-11ef-b218-ed50b831f980,18167.0,
11616,Jacob Cowing,Jacob,Cowing,WR,WR,SF,Active,24.0,69,171,,,9c145f4f-c9b1-4c2c-b011-8dc40167d0f1,17008.0,
5965,Miles Boykin,Miles,Boykin,WR,WR,,Active,28.0,75,231,3932423.0,31925.0,d1ed6f8c-1611-4695-8b48-5adce0de50dd,13553.0,14013.0
2125,Andrew Peacock,Andrew,Peacock,WR,WR,,Inactive,26.0,"5'9""",195,17025.0,28008.0,404c313b-6788-45ac-8438-99b224988b8f,,
11770,JD Bertrand,JD,Bertrand,LB,LB,ATL,Active,25.0,73,230,,,fdb957eb-4146-4453-a6df-f65ca7bc1bb6,17810.0,
13064,Dorian Singer,Dorian,Singer,WR,WR,,Active,22.0,72,181,,,bd460ff0-2567-11f0-831d-a5b6ed781dda,18955.0,
4992,Dante Pettis,Dante,Pettis,WR,WR,,Active,29.0,74,200,3127306.0,31014.0,20d16690-560b-4a01-af20-8870ef07ea70,12884.0,13160.0
1590,Eric Reid,Eric,Reid,SS,DB,,Active,30.0,73,213,15809.0,26641.0,c615cf52-bc61-43ed-bb76-39695ca019c0,8685.0,8453.0
4804,Darrell Brown,Darrell,Brown,OT,OL,,Active,28.0,76,305,2971882.0,30927.0,dfdac366-d991-4d2a-baad-a01b055e1c48,,
4529,Ryan Lewis,Ryan,Lewis,CB,DB,,Inactive,27.0,72,185,2970264.0,30491.0,ba95b150-fad0-4a8d-b15d-a5e318d95b7f,12929.0,
12739,Tommy Akingbesote,Tommy,Akingbesote,DT,DL,,Active,22.0,75,306,,,6d43a6f4-d210-40f7-a877-9169ae6a500d,18713.0,
439,JJ Jansen,JJ,Jansen,LS,LS,CAR,Active,39.0,74,235,11759.0,9585.0,e2ee3901-8de4-4585-a6ca-b7d77d271d9e,7078.0,
6858,James Lynch,James,Lynch,DT,DL,TEN,Active,26.0,76,295,4259181.0,32800.0,ce8b21f7-6f93-40e6-8068-0432e10d855f,14499.0,
1510,Jordan Mills,Jordan,Mills,T,"OL,OT",,Active,31.0,77,311,16004.0,26786.0,cf881df8-d5a0-4736-be01-eb72767366b0,8826.0,
12785,Dom Jones,Dom,Jones,DB,DB,CLE,Active,,74,192,,,96b9bbe0-2317-11f0-9fae-9ba39ba9aec5,19044.0,
4925,Jordan Wade,Jordan,Wade,G,OL,OAK,Active,,"6'3""",311,,30636.0,,,
3620,Bralon Addison,Bralon,Addison,WR,WR,,Inactive,28.0,70,190,2971271.0,29616.0,319497eb-9f40-4ef7-9dfe-72314a8e9b21,10747.0,
11155,Christian Sims,Christian,Sims,TE,TE,,Active,22.0,74,243,,,825c01a0-e857-11ed-95b2-5d386c06de36,17337.0,
12814,Josh Kaltenberger,Josh,Kaltenberger,OL,OL,,Active,,78,308,,,3436b400-23ad-11f0-b28b-d1b1866410c3,,
1995,Telvin Smith,Telvin,Smith,LB,LB,,Injured Reserve,30.0,75,215,16891.0,27672.0,dfbbe1cc-1fce-4599-92ae-922a8b79fb83,9371.0,9394.0
10926,Marte Mapu,Marte,Mapu,DB,DB,NE,Active,25.0,75,230,,,5c55344a-6192-4def-9860-ffd5a571fe68,16947.0,
9504,Kayshon Boutte,Kayshon,Boutte,WR,WR,NE,Active,23.0,71,197,,,9c054866-5e6c-460b-9af3-ebf91e7d0a3e,16795.0,
4828,Rashard Davis,Rashard,Davis,WR,WR,,Active,26.0,69,180,3049329.0,30940.0,4e87e1a1-8b89-4738-a527-87eb0663c35d,12367.0,
1914,Dri Archer,Dri,Archer,RB,RB,,Inactive,29.0,"5'8""",173,16755.0,27625.0,4aeef161-65c6-4bc6-89c5-ceb7d6d1a25b,9474.0,
11525,Daniel Whelan,Daniel,Whelan,P,P,,Active,26.0,77,216,,,53744270-fbf9-11ed-b3ef-4b1a763c6ea8,,
1711,Darren Woodard,Darren,Woodard,CB,DB,,Inactive,27.0,"5'11""",170,16122.0,,7a1775f4-0869-4377-93c7-02331a65606f,,
4396,Drew Morgan,Drew,Morgan,WR,WR,,Active,27.0,72,187,3046438.0,30647.0,7e56f066-0225-4b22-ab11-9cb1d6325ee8,11867.0,
12633,Wyatt Milum,Wyatt,Milum,OL,OL,JAX,Active,22.0,78,317,,,fb2dac4a-ee97-458c-856e-702d2fea5c64,18768.0,
4038,John Ross,John,Ross,WR,WR,,Active,29.0,71,190,3052177.0,30122.0,938b363a-6967-4cef-bcd2-bb358a9f6c98,11699.0,12173.0
1148,Kyle Wilber,Kyle,Wilber,LB,LB,,Active,33.0,76,240,15038.0,25823.0,cdbaf089-9c7e-418f-829e-d903c28b2628,8224.0,
12507,Omarion Hampton,Omarion,Hampton,RB,RB,LAC,Active,22.0,72,220,,,3e1b7908-79ee-4a23-97b9-5190725a2e5e,18445.0,
914,Leonard Hankerson,Leonard,Hankerson,WR,WR,,Inactive,31.0,"6'2""",211,14021.0,24866.0,7877c393-beb4-4f40-a6c5-d864ca6e5172,7381.0,6425.0
1649,Jordan Kovacs,Jordan,Kovacs,DB,DB,,Inactive,30.0,"5'10""",210,16363.0,27248.0,d6f89ef1-41a2-4066-91e0-7ed9882a81fd,8894.0,
12758,Hayden Harris,Hayden,Harris,DE,DL,,Inactive,24.0,77,255,,,917b5b20-2303-11f0-a98b-45054bf97df0,19098.0,
11439,Jaleel McLaughlin,Jaleel,McLaughlin,RB,RB,DEN,Active,24.0,67,187,,,60b4ded0-f321-11ed-ab27-e38fa04fd6c0,17319.0,
11282,Johnny King,Johnny,King,WR,WR,,Active,23.0,77,209,,,08ee0ac0-eb81-11ed-bdbc-7f2763e63be6,17509.0,
3730,Tevin Jones,Tevin,Jones,WR,WR,,Active,29.0,74,225,2586703.0,29795.0,44d9bb75-f947-406c-b847-6b11684a07c1,11467.0,
7153,Kyle Hinton,Kyle,Hinton,G,OL,ATL,Active,27.0,74,315,4682831.0,32925.0,a78d3d14-3cc9-4adf-96fe-dc7660cb4c2d,14838.0,
3414,Anthony Sarao,Anthony,Sarao,ILB,LB,,Active,31.0,72,235,2577263.0,29610.0,551c4d76-6a16-497b-ac3d-33157cdf7107,11663.0,
186,DeMarcus Ware,DeMarcus,Ware,DE,"DL,LB",,Inactive,38.0,"6'4""",258,8426.0,7187.0,f5fa509a-fc67-4c74-be9f-cb9cc8815a6f,4474.0,3170.0
11450,Tyler Beach,Tyler,Beach,OL,OL,,Active,25.0,78,290,,,36dd9260-f32a-11ed-8b21-7331769fea7c,16783.0,
11109,Mark Evans,Mark,Evans,OL,OL,,Active,24.0,76,295,,,63de8230-e775-11ed-bd6a-139cc0e9c4a5,,
1150,Shea McClellin,Shea,McClellin,LB,LB,,Inactive,31.0,"6'3""",250,14937.0,25729.0,96981fd3-bd93-4134-84fc-3506197ac7eb,8147.0,7518.0
1813,Randell Johnson,Randell,Johnson,LB,LB,,Inactive,29.0,"6'4""",245,16816.0,27749.0,437120e5-3406-4796-b941-ae3c9aed8bee,9777.0,
4788,Duplicate Player,Duplicate,Player,CB,DB,,Inactive,24.0,"6'1""",188,,30620.0,fabca6af-000d-42a9-8a90-524f401a9774,12282.0,
8533,Josh Sokol,Josh,Sokol,C,,,Active,25.0,75,290,,,fc11de90-c957-11ec-b1d2-d334745b4f4f,,
2330,Shaq Thompson,Shaq,Thompson,LB,LB,BUF,Active,31.0,72,230,2978313.0,28413.0,3bf0711c-793a-47e7-bcbd-a0ddf350fef4,10034.0,10424.0
1609,Chris Pantale,Chris,Pantale,TE,TE,,Inactive,31.0,77,254,16210.0,26991.0,614dd7ea-e1ac-4e3f-993b-39f2f62c7eeb,8947.0,
5718,Ryan Yurachek,Ryan,Yurachek,TE,TE,,Active,25.0,72,239,3139447.0,31715.0,d8bc2cac-4537-4541-b9ea-a51bdd63e20c,13203.0,
3916,David Watford,David,Watford,WR,WR,,Active,28.0,74,212,2577807.0,30044.0,0f151d7d-c87e-4260-b5ab-f2596aa1ab06,11653.0,
12964,Michael Tarquin,Michael,Tarquin,OT,OT,,Active,,78,313,,,827a8f60-2510-11f0-9b6f-83db5f6224db,,
12452,Ralph Holley,Ralph,Holley,DT,DL,,Active,26.0,72,285,,,aa104430-d34d-11ef-b4bb-912f6465fcd8,16334.0,
6639,Terrell Bonds,Terrell,Bonds,CB,DB,,Active,26.0,68,182,3147988.0,32381.0,7af54f9d-0a09-45ce-b96c-a179bcbb11ca,14165.0,
5530,Evan Berry,Evan,Berry,WR,WR,,Active,26.0,71,205,3115343.0,31450.0,8f12880d-0375-4b70-836b-c1e88bcb3515,13134.0,
11445,Taylor Grimes,Taylor,Grimes,WR,WR,,Active,23.0,71,188,,,d15667f0-f31f-11ed-857b-51f5bc78307f,17590.0,
174,Jay Ratliff,Jay,Ratliff,NT,DL,,Inactive,39.0,"6'4""",303,8638.0,7400.0,659e5aea-8030-42ab-a41c-fa07fcda8440,,
5619,Dalyn Dawkins,Dalyn,Dawkins,RB,RB,,Active,27.0,67,185,3052449.0,31620.0,12c39c1f-d579-4bd5-b736-62afd23b8208,13293.0,
5122,Boston Scott,Boston,Scott,RB,RB,,Active,29.0,66,203,3051439.0,31171.0,768f6afa-ba24-40d9-bdc1-3184bba2ec2b,12996.0,13301.0
7823,Nate Hobbs,Nate,Hobbs,CB,DB,GB,Active,26.0,72,195,,,b34aa9fb-3f93-481b-8f68-7330c39e6e20,15387.0,
5396,Sergio Bailey II,Sergio,Bailey II,WR,WR,,Inactive,29.0,"6'0""",190,4039320.0,31253.0,,,
7160,Ledarius Mack,Ledarius,Mack,LB,"DL,LB",,Inactive,25.0,73,237,4257195.0,33176.0,306d7e5a-f0f6-4b30-8484-5d933361278e,14979.0,
2854,Kenneth Horsley,Kenneth,Horsley,DT,DL,,Active,,79,290,3169405.0,,1573e322-5bdd-4c60-94fa-7f3e30ecf424,,
11629,Devontez Walker,Devontez,Walker,WR,WR,BAL,Active,24.0,73,198,,,b5d1ed29-c72a-45ff-ae60-337e13728b2f,17728.0,
6623,Jomon Dotson,Jomon,Dotson,DB,DB,,Inactive,,70,180,,,87df1dae-2eeb-430a-a2f3-95577bb3b7cf,,
5031,Oren Burks,Oren,Burks,LB,LB,CIN,Active,30.0,75,233,3051746.0,31058.0,ab9bd5b1-eaf9-4f2d-8acd-fbc143980b17,12919.0,
13024,Jay Higgins,Jay,Higgins,LB,LB,BAL,Active,23.0,72,230,,,d4476190-254e-11f0-bbb1-dfff98110c96,18732.0,
680,Kory Lichtensteiger,Kory,Lichtensteiger,C,OL,,Inactive,35.0,"6'2""",296,11342.0,8885.0,7f7b2a5a-be4e-40d1-9cd0-9a7dd225a8c0,7173.0,4816.0
12446,Marvin Moody,Marvin,Moody,LB,LB,,Active,26.0,73,240,,,c44b2d80-5fe7-11ef-aad0-a7c570fda3e0,18437.0,
526,Arthur Jones,Arthur,Jones,DE,DL,,Inactive,35.0,75,320,13394.0,24133.0,b2d0a246-20e5-4ca7-adf2-7d223921c169,6588.0,5828.0
12342,Travis Benham,Travis,Benham,P,P,,Active,,75,197,,,67bc2a60-0c95-11ef-9480-db105ef701af,,
7229,Dieter Eiselen,Dieter,Eiselen,OL,OL,,Active,28.0,76,300,4032052.0,33173.0,1a4b38f7-48f8-43b3-be9a-96671feb1fa6,15167.0,
6478,Ryan Crozier,Ryan,Crozier,G,OL,,Active,26.0,76,294,3125897.0,32217.0,8cdf3bb1-29d1-4812-ae16-893f3c448df1,14060.0,
3060,Kevin Coyle,Kevin,Coyle,,,,Inactive,,,,,,,,9485.0
2109,Ryan Groy,Ryan,Groy,G,OL,,Inactive,31.0,77,320,17063.0,27836.0,a2e26ea7-db98-4611-8947-692b0cedb541,9448.0,9627.0
5003,Shaquem Griffin,Shaquem,Griffin,LB,LB,,Active,26.0,72,227,3054029.0,31111.0,7c7d286f-5c3f-4fe1-864d-9351499bd530,12829.0,13186.0
355,Brian Leonard,Brian,Leonard,RB,RB,,Inactive,33.0,"6'1""",230,,,b3f527c8-5744-4751-8f54-1677fbb32aca,,
506,David Nelson,David,Nelson,WR,WR,,Inactive,31.0,"6'5""",214,,24272.0,c4c93a2d-acf4-4ea9-82d1-aa3c4228bc9c,6757.0,
737,Mickey Shuler,Mickey,Shuler,TE,TE,,Inactive,33.0,"6'4""",247,13456.0,24190.0,6d12dd97-454c-4b7c-a682-a57a830270c4,,
12766,Devin Brandt-Epps,Devin,Brandt-Epps,DL,DL,,Active,23.0,75,303,,,98d16430-230a-11f0-b2fa-9dfaedc3bfdd,19097.0,
1749,Jake Stoneburner,Jake,Stoneburner,TE,TE,,Inactive,31.0,"6'3""",249,16493.0,27359.0,35fa687f-a242-47d4-bf5e-93343b4cb21c,9185.0,
4758,Brett Veach,Brett,Veach,,,,Inactive,,,,,,,,12986.0
8361,Damarion Williams,Damarion,Williams,DB,DB,,Active,27.0,70,183,,,0fbbe897-2980-4c6e-b8a4-59b43f81f605,16160.0,
3054,Tyreek Burwell,Tyreek,Burwell,T,OL,,Inactive,28.0,"6'5""",305,3056893.0,28676.0,095c22b1-9a56-4b04-9625-910218a087c5,10681.0,
2320,Melvin Gordon,Melvin,Gordon,RB,RB,,Active,30.0,73,215,2576434.0,28403.0,0f8ccece-d663-4069-944b-f318f64c60b7,10064.0,10284.0
11037,Cory Trice,Cory,Trice,CB,DB,PIT,Inactive,25.0,75,206,,,668cf263-300b-4ec1-a221-e4756daf892a,16718.0,
1100,Jared Crick,Jared,Crick,DE,DL,,Inactive,31.0,"6'4""",285,15019.0,25836.0,9ec9bb80-24ff-42e9-b910-005ade0726b3,8138.0,
1895,AJ McCarron,AJ,McCarron,QB,QB,,Active,33.0,75,220,16810.0,27692.0,d4b30988-e8c5-4689-8037-f79a0d3c2774,9319.0,9290.0
11906,Ty James,Ty,James,WR,WR,,Active,23.0,74,200,,,3baf0d30-0582-11ef-b69a-073c4b74ef80,18089.0,
5040,Tarvarius Moore,Tarvarius,Moore,DB,DB,,Active,28.0,73,208,4039278.0,31065.0,55414554-e550-435e-a108-6047a9318e0a,12985.0,
12493,Oronde Gadsden,Oronde,Gadsden,TE,TE,LAC,Active,22.0,77,236,,,6af50530-145a-4b34-946d-ce1a7f7d3166,18481.0,
2496,Malcolm Johnson,Malcolm,Johnson,FB,RB,,Active,29.0,73,231,2516316.0,28583.0,96b38cbb-4709-4c5f-89c7-f9fd7fa77a95,10480.0,
3876,Michael Wakefield,Michael,Wakefield,OLB,LB,,Inactive,24.0,"6'3""",254,2981875.0,30004.0,,,
7144,Clay Johnston,Clay,Johnston,LB,LB,,Active,27.0,73,232,3928928.0,32904.0,d6ce86bc-7c3c-42c5-82eb-c8bc51e7e94d,14743.0,
