player_id,opta_id,search_rank,injury_start_date,news_updated,pandascore_id,college,birth_country,injury_notes,swish_id,fantasy_data_id,years_exp,active,gsis_id,number,last_name,first_name,birth_date,injury_body_part,weight,search_first_name,status,height,hashtag,espn_id,team,oddsjam_id,stats_id,depth_chart_order,search_full_name,rotowire_id,yahoo_id,injury_status,sportradar_id,team_abbr,age,team_changed_at,full_name,position,practice_description,sport,rotoworld_id,practice_participation,depth_chart_position,high_school,birth_city,fantasy_positions,competitions,birth_state,search_last_name,metadata.channel_id,metadata.rookie_year,metadata.years_exp_shift,metadata,metadata.source_id,metadata.override_active,metadata.injury_override_regular_2020_5,metadata.injury_override_regular_2024_6,metadata.name,metadata.injury_override_regular_2024_11,metadata.injury_override_regular_2024_3,metadata.injury_override_regular_2020_1,metadata.injury_override_regular_2021_3,metadata.injury_override_off_2021_0,metadata.injury_override_pre_2025_0,metadata.injury_override_regular_2024_7,metadata.injury_override_regular_2025_1,metadata.injury_override_regular_2024_10,metadata.injury_override_regular_2024_14,metadata.injury_override_regular_2024_12,metadata.injury_override_regular_2024_15,metadata.injury_override_regular_2020_8,metadata.injury_override_off_2025_0,metadata.injury_override_off_2025_1,metadata.injury_override_regular_2022_1,metadata.injury_override_regular_2021_1,metadata.injury_override_regular_2020_10,metadata.injury_override_post_2024_3,metadata.injury_override_regular_2024_9,metadata.injury_override_regular_2024_4,metadata.injury_override_regular_2021_4,metadata.injury_override_regular_2024_8,metadata.injury_override_regular_2024_17,metadata.injury_override_regular_2024_13
13175,,9999999.0,,,,Tennessee-Martin,,,,,0.0,True,,,Dent,Kinkead,2000-07-27,,215,kinkead,Active,76,#kinkeaddent-NFL-FA,,,,,,kinkeaddent,,,,b1b21920-2b81-11f0-a7dc-b36f60eb4d60,,24.0,,Kinkead Dent,QB,,nfl,,,,Jackson Academy (MS),,['QB'],[],,dent,1225943136610562048,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11533,,100.0,,1755951037881.0,,Notre Dame,,,1454349.0,,2.0,True,,17.0,Aubrey,Brandon,1995-03-14,,218,brandon,Active,75,#brandonaubrey-NFL-DAL-17,,DAL,872D94B3727D,,1.0,brandonaubrey,17649.0,,,110e6fe0-1c34-11ee-8294-af17faac15de,,30.0,,Brandon Aubrey,K,,nfl,,,K,Plano Senior (TX),,['K'],[],,aubrey,1113708850915078145,2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2508,,9999999.0,,,,Georgia,,,,16967.0,5.0,False,,56.0,Herrera,Amarlo,1991-09-20,,249,amarlo,Inactive,"6'1""",#amarloherrera-NFL-FA-56,2578542.0,,,,,amarloherrera,10372.0,28595.0,,faf5f854-73af-4ab9-8f19-95ea75431d45,,28.0,,Amarlo Herrera,LB,,nfl,,,,North Clayton,,['LB'],[],,herrera,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2199,,9999999.0,,1572497732686.0,,Boston College,,,,16570.0,8.0,True,00-0031255,95.0,Edebali,Kasim,1989-08-17,,253,kasim,Inactive,74,#kasimedebali-NFL-FA-95,17141.0,,,498200.0,,kasimedebali,9378.0,27923.0,,25a958c9-4035-43ad-8c9c-1309ea592e66,,32.0,,Kasim Edebali,DE,,nfl,,,,Kimball Union (NH),,"['DL', 'LB']",[],,edebali,1116852786479235072,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2881,,9999999.0,,,,New Mexico Highlands,,,,17349.0,1.0,False,,13.0,Slavin,Tyler,1992-01-29,,215,tyler,Inactive,"6'2""",#tylerslavin-NFL-FA-13,2516911.0,,,542556.0,,tylerslavin,10861.0,29002.0,,f02407dd-c6d9-4c88-885b-0fcf87fcbb33,,26.0,,Tyler Slavin,WR,,nfl,,,,,,['WR'],[],,slavin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2064,,570.0,,1750009211759.0,,Boise State,,,651780.0,16366.0,11.0,True,00-0031411,0.0,Lawrence,DeMarcus,1992-04-28,,254,demarcus,Active,75,#demarcuslawrence-NFL-SEA-0,16802.0,SEA,4306CF8AB318,,1.0,demarcuslawrence,9344.0,27562.0,,3e3bd10a-6462-47f8-8938-42518781d060,,33.0,,DeMarcus Lawrence,DE,,nfl,9633.0,,LOLB,Silver Bluff (SC),,['DL'],[],,lawrence,1113708852156592128,2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1284,,9999999.0,,1520632201229.0,,North Texas,,,,14731.0,8.0,False,,25.0,Dunbar,Lance,1990-01-25,,187,lance,Inactive,"5'8""",#lancedunbar-NFL-FA-25,15369.0,,,468901.0,,lancedunbar,8086.0,26064.0,,9f0f0495-b5b8-45c2-866b-02d9f96087f7,,30.0,,Lance Dunbar,RB,,nfl,7798.0,,,Haltom (TX),,['RB'],[],,dunbar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2801,,9999999.0,,1598920530064.0,,Alabama,,,,17269.0,7.0,True,00-0031511,18.0,White,DeAndrew,1991-10-16,Undisclosed,195,deandrew,Inactive,72,#deandrewwhite-NFL-FA-18,2515962.0,,,557177.0,,deandrewwhite,10243.0,28800.0,Questionable,e0abf267-f265-4682-9bb7-72bbcefda451,,30.0,,DeAndrew White,WR,,nfl,,,,North Shore (TX),,['WR'],[],,white,1116852821904326656,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4501,,1257.0,,1627877117922.0,,Auburn,,,835146.0,19373.0,5.0,True,00-0033501,0.0,Lawrence,Devaroe,1992-10-13,,294,devaroe,Active,74,#devaroelawrence-NFL-FA-0,3121581.0,,,,,devaroelawrence,12173.0,30412.0,,87c4b182-e4bc-4f35-97ec-8537a2665875,,29.0,,Devaroe Lawrence,DT,,nfl,,,,Carolina (SC),,['DL'],[],,lawrence,1116852977559142400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5852,,9999999.0,,1660181717555.0,,Georgia,,,880521.0,21020.0,3.0,True, 00-0035684,30.0,Baker,DeAndre,1997-09-04,,186,deandre,Active,71,#deandrebaker-NFL-FA-30,3915163.0,,,,,deandrebaker,13475.0,31862.0,,02d1b3c3-f292-4174-89fa-9ecc6286adb0,,24.0,,DeAndre Baker,CB,,nfl,,,,Miami Northwestern (FL),,['DB'],[],,baker,1116853171138854912,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1073,,9999999.0,,,,SMU,,,,13881.0,3.0,False,,84.0,Thompson,Taylor,1989-10-19,,268,taylor,Inactive,"6'6""",#taylorthompson-NFL-FA-84,15067.0,,,460898.0,,taylorthompson,,,,c2c65162-07df-48fb-93ce-86f340afb688,,27.0,,Taylor Thompson,TE,,nfl,,,,,,['TE'],[],,thompson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3374,,9999999.0,,1755740717239.0,,USC,,,691066.0,18135.0,9.0,True,00-0032942,29.0,Seymour,Kevon,1993-11-30,Undisclosed,188,kevon,Inactive,72,#kevonseymour-NFL-FA-29,2971603.0,,0B131E4B26AA,691066.0,,kevonseymour,11170.0,29452.0,Questionable,e431a42b-5abe-49de-9c8c-f143f393591c,,31.0,,Kevon Seymour,CB,,nfl,,,,Muir (CA),,['DB'],[],,seymour,1116852856238899200,2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8012,,,,,,Louisiana-Monroe,,,1067387.0,,1.0,True,,0.0,Straughter,Corey,1998-10-16,,183,corey,Active,70,#coreystraughter-NFL-FA-0,,,,,,coreystraughter,15702.0,,,a01a9064-c0c3-4f3e-8753-89f5859879f9,,23.0,,Corey Straughter,CB,,nfl,,,,Neville (LA),,['DB'],[],,straughter,1116853451070898176,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7918,,311.0,,1661021115529.0,,Kentucky,,,920059.0,,1.0,True,,24.0,Rose,A.J.,1997-10-14,,212,aj,Active,73,#ajrose-NFL-FA-24,,,,,,ajrose,15350.0,,,aa9c3e2b-711b-44ed-9cb3-0fbed3f2fead,,24.0,,A.J. Rose,RB,,nfl,,,,Garfield Heights (OH),,['RB'],[],,rose,1116853435631665152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
777,,9999999.0,,,,Colorado State,,,,12610.0,15.0,False,,71.0,Pears,Erik,1982-06-25,,316,erik,Inactive,"6'8""",#erikpears-NFL-FA-71,9399.0,,,,,erikpears,7124.0,7588.0,,dc310df5-3ada-4b4f-8f79-2db2cc603ff8,,38.0,,Erik Pears,T,,nfl,,,,John F. Kennedy (CO),,['OL'],[],,pears,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13229,,9999999.0,,1756107953603.0,,South Florida,,,,,0.0,True,,92.0,Hawthorne,Decarius,,,290,decarius,Active,74,#decariushawthorne-NFL-FA-92,,,,,,decariushawthorne,19197.0,,,3e838e40-4637-11f0-8b96-73caf6d6c117,,,,Decarius Hawthorne,DL,,nfl,,,,Center Point (AL),,['DL'],[],,hawthorne,1238264321964769280,2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5428,,9999999.0,,1535476203701.0,,Georgia Tech,,,,20526.0,4.0,True,,2.0,Jeune,Ricky,1993-12-03,,212,ricky,Active,75,#rickyjeune-NFL-FA-2,3055908.0,,,748570.0,,rickyjeune,13096.0,31388.0,,e5395ca3-47d0-403b-84f5-41bfeba78e67,,28.0,,Ricky Jeune,WR,,nfl,,,,Saint Joseph Regional (NJ),,['WR'],[],,jeune,1116853100703907840,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1982,,9999999.0,,1599351058114.0,,Oklahoma,,,,16249.0,8.0,True,00-0031259,34.0,Colvin,Aaron,1991-10-02,,191,aaron,Active,72,#aaroncolvin-NFL-FA-34,16900.0,,,542873.0,,aaroncolvin,9337.0,27642.0,,76c630cf-0fd3-4210-a73d-9347da9d9d66,,30.0,,Aaron Colvin,CB,,nfl,9348.0,,,Owasso (OK),,['DB'],[],,colvin,1116852771618816000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12376,,9999999.0,,,,Purdue,,,,,1.0,True,,,Wilson,Marquis,,,185,marquis,Active,71,#marquiswilson-NFL-FA,,,,,,marquiswilson,,,,07923890-0e3a-11ef-9a4a-c565d3259077,,,,Marquis Wilson,DB,,nfl,,,,Avon Old Farms (CT),,['DB'],[],,wilson,1116852724273512448,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7882,,,,,,Illinois State,,,943834.0,,1.0,True,,0.0,Uphoff,Christian,1998-01-22,,195,christian,Active,75,#christianuphoff-NFL-FA-0,,,,,,christianuphoff,15476.0,,,2b02fad4-574c-4a40-ab7d-43aca2142b66,,23.0,,Christian Uphoff,DB,,nfl,,,,Washington (IL),,['DB'],[],,uphoff,1116853428480376832,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8733,,9999999.0,,1753806622728.0,,Iowa State,,,1058624.0,,3.0,True,,35.0,Hummel,Jake,1999-01-04,,235,jake,Active,73,#jakehummel-NFL-BAL-35,,BAL,6592B272CCBB,,2.0,jakehummel,16270.0,,,0c7ceb00-d207-11ec-ab20-b37737d70cc4,,26.0,,Jake Hummel,LB,,nfl,,,RILB,Dowling Catholic (IA),,['LB'],[],,hummel,1113708701300060160,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13221,,999.0,,1754250907948.0,,Miami (OH),,,,,0.0,True,,16.0,Gabbert,Brett,2000-08-04,,206,brett,Active,72,#brettgabbert-NFL-FA-16,,,0D57BED3D0B2DB99,,,brettgabbert,19192.0,,,08f0fef0-3748-11f0-9677-41d005293433,,24.0,,Brett Gabbert,QB,,nfl,,,,Christian Brothers College (MO),,['QB'],[],,gabbert,1231394003711180800,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11522,,622.0,,1693334405078.0,,Kutztown,,,1448292.0,,1.0,True,,31.0,Kapp,Jerome,1999-04-07,,210,jerome,Active,75,#jeromekapp-NFL-FA-31,,,,,,jeromekapp,17644.0,,,64c0ef00-fa65-11ed-b161-c5ef733b4e80,,24.0,,Jerome Kapp,WR,,nfl,,,,Boyertown Area Senior (PA),,['WR'],[],,kapp,1116852698889584640,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2474,,9999999.0,,1673388617497.0,,Delaware,,,608753.0,16931.0,8.0,True,00-0031598,86.0,Boyle,Nick,1993-02-17,,261,nick,Active,76,#nickboyle-NFL-FA-86,2574591.0,,,608753.0,,nickboyle,10252.0,28559.0,,9480dd9f-151f-4e6d-b5a3-35f07bda4cac,,29.0,,Nick Boyle,TE,,nfl,10547.0,,,High Point Regional (NJ),,['TE'],[],,boyle,1116852808646131712,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8852,,9999999.0,,,,Arkansas,,,1060719.0,,0.0,True,,0.0,Clary,Ty,1999-05-07,,299,ty,Active,76,#tyclary-NFL-FA-0,,,,,,tyclary,,,,c22d7080-d3b2-11ec-96a0-c3471a31202c,,25.0,,Ty Clary,OL,,nfl,,,,Fayetteville (AR),,['OL'],[],,clary,1116853538769600512,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8809,,672.0,,1756225808845.0,,Harvard,,,1051044.0,,3.0,True,,48.0,Shampklin,Aaron,1999-10-18,,195,aaron,Active,70,#aaronshampklin-NFL-FA-48,,,8C27E3A10D7A,,,aaronshampklin,16367.0,,,c09be300-d30d-11ec-8b77-45b1765fd110,,25.0,,Aaron Shampklin,RB,,nfl,,,,Long Beach Polytechnic (CA),,['RB'],[],,shampklin,1113708820732866560,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9487,,444.0,,1754590841195.0,,Penn State,,,1229074.0,,2.0,True,,11.0,Washington,Parker,2002-03-21,,204,parker,Active,70,#parkerwashington-NFL-JAX-11,,JAX,6C394246A6D8,,5.0,parkerwashington,16690.0,,,c05863ec-3414-4ae6-a8d2-830aed99b6d3,,23.0,,Parker Washington,WR,,nfl,,,SWR,Travis (TX),,['WR'],[],,washington,1113708892983947264,2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6923,,624.0,,1755272458117.0,,Iowa,,,1059222.0,21931.0,5.0,True,,22.0,Stone,Geno,1999-04-19,,210,geno,Active,71,#genostone-NFL-CIN-22,4240575.0,CIN,403AA74AF980,,1.0,genostone,14474.0,32889.0,,95f3b8ac-e10f-4f0d-8650-b464b37ded86,,26.0,,Geno Stone,DB,,nfl,,,FS,New Castle (PA),,['DB'],[],,stone,1113708806937800704,2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1907,,9999999.0,,1552834853016.0,,Texas A&M,,,,16135.0,6.0,False,,2.0,Manziel,Johnny,1992-12-06,,210,johnny,Inactive,"6'0""",#johnnymanziel-NFL-FA-2,16736.0,,,593578.0,,johnnymanziel,9246.0,27550.0,,7ebbfdef-1185-4896-a323-e6d5669a8345,,27.0,,Johnny Manziel,QB,,nfl,9271.0,,,Tivy (TX),,['QB'],[],,manziel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7325,,9999999.0,,1754644241341.0,,Northwestern,,,880210.0,22317.0,5.0,True,,90.0,Gaziano,Joe,1996-09-27,,280,joe,Active,76,#joegaziano-NFL-FA-90,3915990.0,,4F578D605AAF,,,joegaziano,15065.0,32982.0,,bab100c6-1a6c-4411-9286-f719244f5d35,,28.0,,Joe Gaziano,DE,,nfl,,,,Xaverian Brothers (MA),,['DL'],[],,gaziano,1116853369403604992,2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8716,,9999999.0,,1691094646911.0,,Miami (FL),,,877900.0,,1.0,True,,76.0,Williams,Jarrid,1997-07-02,,308,jarrid,Active,78,#jarridwilliams-NFL-FA-76,,,,,,jarridwilliams,16329.0,,,120caef0-ce1c-11ec-bebb-4fec1e38b0e5,,26.0,,Jarrid Williams,OL,,nfl,,,,Cedar Hill (TX),,['OL'],[],,williams,1116853519173812224,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6648,,9999999.0,,,,Toledo,,,,21539.0,3.0,True, 00-0035477,72.0,Ruble,Brock,1996-01-07,,325,brock,Active,80,#brockruble-NFL-FA-72,3122934.0,,,,,brockruble,14291.0,32485.0,,89fc014a-7d41-40c9-90d1-1459286813e2,,26.0,,Brock Ruble,OT,,nfl,,,,DeMatha Catholic,,['OL'],[],,ruble,1116853286427688960,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3342,,662.0,,1734242151808.0,,Texas Tech,,,605325.0,18103.0,8.0,True,00-0032791,84.0,Grant,Jakeem,1992-10-30,,172,jakeem,Active,67,#jakeemgrant-NFL-FA-84,2577641.0,,2CDE42756969,605325.0,,jakeemgrant,10990.0,29420.0,,5de11f0b-8da9-42ba-9a93-db7f0a58543b,,32.0,,Jakeem Grant,WR,,nfl,11475.0,,,Horn (TX),,['WR'],[],,grant,1116852852942176256,2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1684,,763.0,,1602620149319.0,,Clemson,,,,15509.0,9.0,True,00-0030300,18.0,Brown,Jaron,1990-01-08,,205,jaron,Active,75,#jaronbrown-NFL-FA-18,16172.0,,,463514.0,,jaronbrown,9046.0,27074.0,,51952c7b-11c5-4229-baf9-08d4694cc2ad,,32.0,,Jaron Brown,WR,,nfl,8869.0,,,Cheraw (SC),,['WR'],[],,brown,1116852755042926592,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3268,,9999999.0,,1741674361581.0,,Minnesota,,,651636.0,18029.0,9.0,True,00-0033038,29.0,Murray,Eric,1994-01-07,,199,eric,Active,71,#ericmurray-NFL-JAX-29,2970716.0,JAX,DFF0CE83247F,,1.0,ericmurray,11141.0,29340.0,,16e4ffec-959d-4210-8702-36c0bf20dda5,,31.0,,Eric Murray,DB,,nfl,,,SS,Riverside (WI),,['DB'],[],,murray,1113708783088988160,2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4449,,500.0,,1735865416050.0,,Greenville,,,1050219.0,19310.0,8.0,True,00-0033445,43.0,Morrow,Nicholas,1995-07-10,,216,nicholas,Active,72,#nicholasmorrow-NFL-FA-43,4232830.0,,DB8EDD57A8EC,,,nicholasmorrow,12428.0,30633.0,,7c1a8ecd-e3e5-4123-b89f-36e58b99126f,,29.0,,Nicholas Morrow,LB,,nfl,,,,Huntsville (AL),,['LB'],[],,morrow,1113708756631318529,2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11072,,9999999.0,,1700343030178.0,,Bowie State,,,1334826.0,,1.0,True,,47.0,Pryor,Joshua,1999-10-25,,280,joshua,Active,76,#joshuapryor-NFL-FA-47,,,C7E7375D12FB,,,joshuapryor,17615.0,,,fa4e3720-e760-11ed-a510-95de71e69612,,24.0,,Joshua Pryor,DL,,nfl,,,,Paul Laurence Dunbar (MD),,['DL'],[],,pryor,1116852648922841088,2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6918,,368.0,,1754694945192.0,,Washington,,,1049246.0,21843.0,5.0,True,,36.0,Ahmed,Salvon,1998-12-30,Ankle,197,salvon,Inactive,71,#salvonahmed-NFL-IND-36,4243315.0,IND,998715B4D91F,,5.0,salvonahmed,14453.0,33265.0,IR,0dbbd211-0372-4751-9751-e4df4ab1f8eb,,26.0,,Salvon Ahmed,RB,,nfl,,,RB,Juanita (WA),,['RB'],[],,ahmed,1113708735169064960,2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6137,,9999999.0,,1729806320462.0,,Boston College,,,836094.0,20957.0,6.0,True, 00-0035308,87.0,Sweeney,Tommy,1995-07-01,Undisclosed,255,tommy,Active,77,#tommysweeney-NFL-FA-87,3122818.0,,BAB992EBEF7A,836094.0,,tommysweeney,13667.0,32060.0,Out,ec63ee49-3a03-44ca-a083-3916f0bccd76,,29.0,,Tommy Sweeney,TE,,nfl,,,,Don Bosco Prep (NJ),,['TE'],[],,sweeney,1113708766848643072,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12784,,9999999.0,,,,North Carolina A&T,,,,,0.0,True,,72.0,Ivey,Jason,,,300,jason,Active,77,#jasonivey-NFL-FA-72,,,DD416D5CB3BFBAA4,,,jasonivey,,,,692c0a10-2313-11f0-8b96-b1b768d28795,,,,Jason Ivey,OL,,nfl,,,,South Mecklenburg (NC),,['OL'],[],,ivey,1222062624800247808,2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
